,Unnamed: 0,index,word,contain_ceo,last_aei,length,space,start
13178,13178,15999,Republican Whip,0,0,15,1,0
13179,13179,15999,Kevin Mc,0,0,8,1,0
13180,13180,16000,House Majority,0,0,14,1,0
13181,13181,16000,Leader Eric,0,0,11,1,0
13182,13182,16000,Republican Whip,0,0,15,1,0
13183,13183,16000,Kevin Mc,0,0,8,1,0
13184,13184,16001,House Majority,0,0,14,1,0
13185,13185,16001,Leader Eric,0,0,11,1,0
13186,13186,16001,Republican Whip,0,0,15,1,0
13187,13187,16001,Kevin Mc,0,0,8,1,0
13188,13188,16002,House Majority,0,0,14,1,0
13189,13189,16002,Leader Eric,0,0,11,1,0
13190,13190,16002,Republican Whip,0,0,15,1,0
13191,13191,16002,Kevin Mc,0,0,8,1,0
13192,13192,16003,House Majority,0,0,14,1,0
13193,13193,16003,Leader Eric,0,0,11,1,0
13194,13194,16003,Republican Whip,0,0,15,1,0
13195,13195,16003,Kevin Mc,0,0,8,1,0
13196,13196,16004,House Majority,0,0,14,1,0
13197,13197,16004,Leader Eric,0,0,11,1,0
13198,13198,16004,Republican Whip,0,0,15,1,0
13199,13199,16004,Kevin Mc,0,0,8,1,0
13200,13200,16005,House Majority,0,0,14,1,0
13201,13201,16005,Leader Eric,0,0,11,1,0
13202,13202,16005,Republican Whip,0,0,15,1,0
13203,13203,16005,Kevin Mc,0,0,8,1,0
13204,13204,16006,House Majority,0,0,14,1,0
13205,13205,16006,Leader Eric,0,0,11,1,0
13206,13206,16006,Republican Whip,0,0,15,1,0
13207,13207,16006,Kevin Mc,0,0,8,1,0
13208,13208,16007,House Majority,0,0,14,1,0
13209,13209,16007,Leader Eric,0,0,11,1,0
13210,13210,16007,Republican Whip,0,0,15,1,0
13211,13211,16007,Kevin Mc,0,0,8,1,0
13212,13212,16008,House Majority,0,0,14,1,0
13213,13213,16008,Leader Eric,0,0,11,1,0
13214,13214,16008,Republican Whip,0,0,15,1,0
13215,13215,16008,Kevin Mc,0,0,8,1,0
13216,13216,16009,House Majority,0,0,14,1,0
13217,13217,16009,Leader Eric,0,0,11,1,0
13218,13218,16009,Republican Whip,0,0,15,1,0
13219,13219,16009,Kevin Mc,0,0,8,1,0
13220,13220,16010,House Majority,0,0,14,1,0
13221,13221,16010,Leader Eric,0,0,11,1,0
13222,13222,16010,Republican Whip,0,0,15,1,0
13223,13223,16010,Kevin Mc,0,0,8,1,0
13224,13224,16011,House Majority,0,0,14,1,0
13225,13225,16011,Leader Eric,0,0,11,1,0
13226,13226,16011,Republican Whip,0,0,15,1,0
13227,13227,16011,Kevin Mc,0,0,8,1,0
13228,13228,16028,White House,0,1,11,1,0
13229,13229,16028,President Barack,0,0,16,1,0
13230,13230,16029,White House,0,1,11,1,0
13231,13231,16029,President Barack,0,0,16,1,0
13232,13232,16030,White House,0,1,11,1,0
13233,13233,16030,President Barack,0,0,16,1,0
13234,13234,16031,White House,0,1,11,1,0
13235,13235,16031,President Barack,0,0,16,1,0
13236,13236,16032,White House,0,1,11,1,0
13237,13237,16032,President Barack,0,0,16,1,0
13238,13238,16033,White House,0,1,11,1,0
13239,13239,16033,President Barack,0,0,16,1,0
13240,13240,16034,White House,0,1,11,1,0
13241,13241,16034,President Barack,0,0,16,1,0
13242,13242,16035,White House,0,1,11,1,0
13243,13243,16035,President Barack,0,0,16,1,0
13244,13244,16036,White House,0,1,11,1,0
13245,13245,16036,President Barack,0,0,16,1,0
13246,13246,16037,White House,0,1,11,1,0
13247,13247,16037,President Barack,0,0,16,1,0
13248,13248,16038,White House,0,1,11,1,0
13249,13249,16038,President Barack,0,0,16,1,0
13250,13250,16039,White House,0,1,11,1,0
13251,13251,16039,President Barack,0,0,16,1,0
13252,13252,16040,White House,0,1,11,1,0
13253,13253,16040,President Barack,0,0,16,1,0
13254,13254,16041,White House,0,1,11,1,0
13255,13255,16041,President Barack,0,0,16,1,0
13256,13256,16042,White House,0,1,11,1,0
13257,13257,16042,President Barack,0,0,16,1,0
13258,13258,16043,New York,0,0,8,1,0
13259,13259,16044,New York,0,0,8,1,0
13260,13260,16045,New York,0,0,8,1,0
13261,13261,16046,New York,0,0,8,1,0
13262,13262,16047,New York,0,0,8,1,0
13263,13263,16048,New York,0,0,8,1,0
13264,13264,16049,New York,0,0,8,1,0
13265,13265,16050,New York,0,0,8,1,0
13266,13266,16051,New York,0,0,8,1,0
13267,13267,16052,New York,0,0,8,1,0
13268,13268,16053,New York,0,0,8,1,0
13269,13269,16054,New York,0,0,8,1,0
13270,13270,16055,Andrew Cuomo,0,0,12,1,1
13271,13271,16056,Andrew Cuomo,0,0,12,1,1
13272,13272,16057,Andrew Cuomo,0,0,12,1,1
13273,13273,16118,White House,0,1,11,1,0
13274,13274,16119,White House,0,1,11,1,0
13275,13275,16120,White House,0,1,11,1,0
13276,13276,16121,White House,0,1,11,1,0
13277,13277,16122,White House,0,1,11,1,0
13278,13278,16123,White House,0,1,11,1,0
13279,13279,16124,White House,0,1,11,1,0
13280,13280,16125,White House,0,1,11,1,0
13281,13281,16126,White House,0,1,11,1,0
13282,13282,16127,White House,0,1,11,1,0
13283,13283,16128,White House,0,1,11,1,0
13284,13284,16129,White House,0,1,11,1,0
13285,13285,16130,White House,0,1,11,1,0
13286,13286,16131,White House,0,1,11,1,0
13287,13287,16132,White House,0,1,11,1,0
13288,13288,16133,White House,0,1,11,1,0
13289,13289,16134,White House,0,1,11,1,0
13290,13290,16135,White House,0,1,11,1,0
13291,13291,16136,White House,0,1,11,1,0
13292,13292,16147,Tax Policy,0,0,10,1,0
13293,13293,16147,American Taxpayer,0,0,17,1,0
13294,13294,16147,Relief Act,0,0,10,1,0
13295,13295,16148,Tax Policy,0,0,10,1,0
13296,13296,16148,American Taxpayer,0,0,17,1,0
13297,13297,16148,Relief Act,0,0,10,1,0
13298,13298,16149,Tax Policy,0,0,10,1,0
13299,13299,16149,American Taxpayer,0,0,17,1,0
13300,13300,16149,Relief Act,0,0,10,1,0
13301,13301,16150,Tax Policy,0,0,10,1,0
13302,13302,16150,American Taxpayer,0,0,17,1,0
13303,13303,16150,Relief Act,0,0,10,1,0
13304,13304,16151,Tax Policy,0,0,10,1,0
13305,13305,16151,American Taxpayer,0,0,17,1,0
13306,13306,16151,Relief Act,0,0,10,1,0
13307,13307,16152,Tax Policy,0,0,10,1,0
13308,13308,16152,American Taxpayer,0,0,17,1,0
13309,13309,16152,Relief Act,0,0,10,1,0
13310,13310,16153,Tax Policy,0,0,10,1,0
13311,13311,16153,American Taxpayer,0,0,17,1,0
13312,13312,16153,Relief Act,0,0,10,1,0
13313,13313,16154,Tax Policy,0,0,10,1,0
13314,13314,16154,American Taxpayer,0,0,17,1,0
13315,13315,16154,Relief Act,0,0,10,1,0
13316,13316,16155,Tax Policy,0,0,10,1,0
13317,13317,16155,American Taxpayer,0,0,17,1,0
13318,13318,16155,Relief Act,0,0,10,1,0
13319,13319,16156,Tax Policy,0,0,10,1,0
13320,13320,16156,American Taxpayer,0,0,17,1,0
13321,13321,16156,Relief Act,0,0,10,1,0
13322,13322,16157,Tax Policy,0,0,10,1,0
13323,13323,16157,American Taxpayer,0,0,17,1,0
13324,13324,16157,Relief Act,0,0,10,1,0
13325,13325,16158,Tax Policy,0,0,10,1,0
13326,13326,16158,American Taxpayer,0,0,17,1,0
13327,13327,16158,Relief Act,0,0,10,1,0
13328,13328,16159,Tax Policy,0,0,10,1,0
13329,13329,16159,American Taxpayer,0,0,17,1,0
13330,13330,16159,Relief Act,0,0,10,1,0
13331,13331,16160,Tax Policy,0,0,10,1,0
13332,13332,16160,American Taxpayer,0,0,17,1,0
13333,13333,16160,Relief Act,0,0,10,1,0
13334,13334,16161,Tax Policy,0,0,10,1,0
13335,13335,16161,American Taxpayer,0,0,17,1,0
13336,13336,16161,Relief Act,0,0,10,1,0
13337,13337,16162,Tax Policy,0,0,10,1,0
13338,13338,16162,American Taxpayer,0,0,17,1,0
13339,13339,16162,Relief Act,0,0,10,1,0
13340,13340,16163,Tax Policy,0,0,10,1,0
13341,13341,16163,American Taxpayer,0,0,17,1,0
13342,13342,16163,Relief Act,0,0,10,1,0
13343,13343,16164,Tax Policy,0,0,10,1,0
13344,13344,16164,American Taxpayer,0,0,17,1,0
13345,13345,16164,Relief Act,0,0,10,1,0
13346,13346,16165,Tax Policy,0,0,10,1,0
13347,13347,16165,American Taxpayer,0,0,17,1,0
13348,13348,16165,Relief Act,0,0,10,1,0
13349,13349,16166,Tax Policy,0,0,10,1,0
13350,13350,16166,American Taxpayer,0,0,17,1,0
13351,13351,16166,Relief Act,0,0,10,1,0
13352,13352,16167,Tax Policy,0,0,10,1,0
13353,13353,16167,American Taxpayer,0,0,17,1,0
13354,13354,16167,Relief Act,0,0,10,1,0
13355,13355,16168,Tax Policy,0,0,10,1,0
13356,13356,16168,American Taxpayer,0,0,17,1,0
13357,13357,16168,Relief Act,0,0,10,1,0
13358,13358,16296,Tax Policy,0,0,10,1,0
13359,13359,16296,"CenterNatural",0,0,14,0,0
13360,13360,16296,Christine Buurma,0,1,16,1,0
13361,13361,16297,Tax Policy,0,0,10,1,0
13362,13362,16297,"CenterNatural",0,0,14,0,0
13363,13363,16297,Christine Buurma,0,1,16,1,0
13364,13364,16298,Tax Policy,0,0,10,1,0
13365,13365,16298,"CenterNatural",0,0,14,0,0
13366,13366,16298,Christine Buurma,0,1,16,1,0
13367,13367,16299,Tax Policy,0,0,10,1,0
13368,13368,16299,"CenterNatural",0,0,14,0,0
13369,13369,16299,Christine Buurma,0,1,16,1,0
13370,13370,16300,Tax Policy,0,0,10,1,0
13371,13371,16300,"CenterNatural",0,0,14,0,0
13372,13372,16300,Christine Buurma,0,1,16,1,0
13373,13373,16301,Tax Policy,0,0,10,1,0
13374,13374,16301,"CenterNatural",0,0,14,0,0
13375,13375,16301,Christine Buurma,0,1,16,1,0
13376,13376,16302,Tax Policy,0,0,10,1,0
13377,13377,16302,"CenterNatural",0,0,14,0,0
13378,13378,16302,Christine Buurma,0,1,16,1,0
13379,13379,16303,Tax Policy,0,0,10,1,0
13380,13380,16303,"CenterNatural",0,0,14,0,0
13381,13381,16303,Christine Buurma,0,1,16,1,0
13382,13382,16304,Tax Policy,0,0,10,1,0
13383,13383,16304,"CenterNatural",0,0,14,0,0
13384,13384,16304,Christine Buurma,0,1,16,1,0
13385,13385,16305,Tax Policy,0,0,10,1,0
13386,13386,16305,"CenterNatural",0,0,14,0,0
13387,13387,16305,Christine Buurma,0,1,16,1,0
13388,13388,16306,Tax Policy,0,0,10,1,0
13389,13389,16306,"CenterNatural",0,0,14,0,0
13390,13390,16306,Christine Buurma,0,1,16,1,0
13391,13391,16307,Tax Policy,0,0,10,1,0
13392,13392,16307,"CenterNatural",0,0,14,0,0
13393,13393,16307,Christine Buurma,0,1,16,1,0
13394,13394,16308,Tax Policy,0,0,10,1,0
13395,13395,16308,"CenterNatural",0,0,14,0,0
13396,13396,16308,Christine Buurma,0,1,16,1,0
13397,13397,16309,Tax Policy,0,0,10,1,0
13398,13398,16309,"CenterNatural",0,0,14,0,0
13399,13399,16309,Christine Buurma,0,1,16,1,0
13400,13400,16310,Tax Policy,0,0,10,1,0
13401,13401,16310,"CenterNatural",0,0,14,0,0
13402,13402,16310,Christine Buurma,0,1,16,1,0
13403,13403,16311,Tax Policy,0,0,10,1,0
13404,13404,16311,"CenterNatural",0,0,14,0,0
13405,13405,16311,Christine Buurma,0,1,16,1,0
13406,13406,16312,Tax Policy,0,0,10,1,0
13407,13407,16312,"CenterNatural",0,0,14,0,0
13408,13408,16312,Christine Buurma,0,1,16,1,0
13409,13409,16313,Tax Policy,0,0,10,1,0
13410,13410,16313,"CenterNatural",0,0,14,0,0
13411,13411,16313,Christine Buurma,0,1,16,1,0
13412,13412,16314,Tax Policy,0,0,10,1,0
13413,13413,16314,"CenterNatural",0,0,14,0,0
13414,13414,16314,Christine Buurma,0,1,16,1,0
13415,13415,16315,Tax Policy,0,0,10,1,0
13416,13416,16315,"CenterNatural",0,0,14,0,0
13417,13417,16315,Christine Buurma,0,1,16,1,0
13418,13418,16316,Tax Policy,0,0,10,1,0
13419,13419,16316,"CenterNatural",0,0,14,0,0
13420,13420,16316,Christine Buurma,0,1,16,1,0
13421,13421,16317,Tax Policy,0,0,10,1,0
13422,13422,16317,"CenterNatural",0,0,14,0,0
13423,13423,16317,Christine Buurma,0,1,16,1,0
13424,13424,16318,Tax Policy,0,0,10,1,0
13425,13425,16318,"CenterNatural",0,0,14,0,0
13426,13426,16318,Christine Buurma,0,1,16,1,0
13427,13427,16319,Tax Policy,0,0,10,1,0
13428,13428,16319,"CenterNatural",0,0,14,0,0
13429,13429,16319,Christine Buurma,0,1,16,1,0
13430,13430,16320,Tax Policy,0,0,10,1,0
13431,13431,16320,"CenterNatural",0,0,14,0,0
13432,13432,16320,Christine Buurma,0,1,16,1,0
13433,13433,16321,Tax Policy,0,0,10,1,0
13434,13434,16321,"CenterNatural",0,0,14,0,0
13435,13435,16321,Christine Buurma,0,1,16,1,0
13436,13436,16322,Tax Policy,0,0,10,1,0
13437,13437,16322,"CenterNatural",0,0,14,0,0
13438,13438,16322,Christine Buurma,0,1,16,1,0
13439,13439,16323,Tax Policy,0,0,10,1,0
13440,13440,16323,"CenterNatural",0,0,14,0,0
13441,13441,16323,Christine Buurma,0,1,16,1,0
13442,13442,16324,Tax Policy,0,0,10,1,0
13443,13443,16324,"CenterNatural",0,0,14,0,0
13444,13444,16324,Christine Buurma,0,1,16,1,0
13445,13445,16325,Tax Policy,0,0,10,1,0
13446,13446,16325,"CenterNatural",0,0,14,0,0
13447,13447,16325,Christine Buurma,0,1,16,1,0
13448,13448,16326,Tax Policy,0,0,10,1,0
13449,13449,16326,"CenterNatural",0,0,14,0,0
13450,13450,16326,Christine Buurma,0,1,16,1,0
13451,13451,16327,Tax Policy,0,0,10,1,0
13452,13452,16327,"CenterNatural",0,0,14,0,0
13453,13453,16327,Christine Buurma,0,1,16,1,0
13454,13454,16328,Tax Policy,0,0,10,1,0
13455,13455,16328,"CenterNatural",0,0,14,0,0
13456,13456,16328,Christine Buurma,0,1,16,1,0
13457,13457,16329,Tax Policy,0,0,10,1,0
13458,13458,16329,"CenterNatural",0,0,14,0,0
13459,13459,16329,Christine Buurma,0,1,16,1,0
13460,13460,16330,Tax Policy,0,0,10,1,0
13461,13461,16330,"CenterNatural",0,0,14,0,0
13462,13462,16330,Christine Buurma,0,1,16,1,0
13463,13463,16331,Tax Policy,0,0,10,1,0
13464,13464,16331,"CenterNatural",0,0,14,0,0
13465,13465,16331,Christine Buurma,0,1,16,1,0
13466,13466,16332,Tax Policy,0,0,10,1,0
13467,13467,16332,"CenterNatural",0,0,14,0,0
13468,13468,16332,Christine Buurma,0,1,16,1,0
13469,13469,16333,Tax Policy,0,0,10,1,0
13470,13470,16333,"CenterNatural",0,0,14,0,0
13471,13471,16333,Christine Buurma,0,1,16,1,0
13472,13472,16334,Tax Policy,0,0,10,1,0
13473,13473,16334,"CenterNatural",0,0,14,0,0
13474,13474,16334,Christine Buurma,0,1,16,1,0
13475,13475,16335,Tax Policy,0,0,10,1,0
13476,13476,16335,"CenterNatural",0,0,14,0,0
13477,13477,16335,Christine Buurma,0,1,16,1,0
13478,13478,16336,Tax Policy,0,0,10,1,0
13479,13479,16336,"CenterNatural",0,0,14,0,0
13480,13480,16336,Christine Buurma,0,1,16,1,0
13481,13481,16337,Tax Policy,0,0,10,1,0
13482,13482,16337,"CenterNatural",0,0,14,0,0
13483,13483,16337,Christine Buurma,0,1,16,1,0
13484,13484,16338,Tax Policy,0,0,10,1,0
13485,13485,16338,"CenterNatural",0,0,14,0,0
13486,13486,16338,Christine Buurma,0,1,16,1,0
13487,13487,16339,Tax Policy,0,0,10,1,0
13488,13488,16339,"CenterNatural",0,0,14,0,0
13489,13489,16339,Christine Buurma,0,1,16,1,0
13490,13490,16340,Tax Policy,0,0,10,1,0
13491,13491,16340,"CenterNatural",0,0,14,0,0
13492,13492,16340,Christine Buurma,0,1,16,1,0
13493,13493,16341,Tax Policy,0,0,10,1,0
13494,13494,16341,"CenterNatural",0,0,14,0,0
13495,13495,16341,Christine Buurma,0,1,16,1,0
13496,13496,16342,Tax Policy,0,0,10,1,0
13497,13497,16342,"CenterNatural",0,0,14,0,0
13498,13498,16342,Christine Buurma,0,1,16,1,0
13499,13499,16343,Tax Policy,0,0,10,1,0
13500,13500,16343,"CenterNatural",0,0,14,0,0
13501,13501,16343,Christine Buurma,0,1,16,1,0
13502,13502,16344,Tax Policy,0,0,10,1,0
13503,13503,16344,"CenterNatural",0,0,14,0,0
13504,13504,16344,Christine Buurma,0,1,16,1,0
13505,13505,16345,Commodity Weather,0,0,17,1,1
13506,13506,16345,New York,0,0,8,1,0
13507,13507,16346,Commodity Weather,0,0,17,1,1
13508,13508,16346,New York,0,0,8,1,0
13509,13509,16347,Commodity Weather,0,0,17,1,1
13510,13510,16347,New York,0,0,8,1,0
13511,13511,16348,Commodity Weather,0,0,17,1,1
13512,13512,16348,New York,0,0,8,1,0
13513,13513,16349,Commodity Weather,0,0,17,1,1
13514,13514,16349,New York,0,0,8,1,0
13515,13515,16350,Commodity Weather,0,0,17,1,1
13516,13516,16350,New York,0,0,8,1,0
13517,13517,16351,Commodity Weather,0,0,17,1,1
13518,13518,16351,New York,0,0,8,1,0
13519,13519,16352,Commodity Weather,0,0,17,1,1
13520,13520,16352,New York,0,0,8,1,0
13521,13521,16353,Commodity Weather,0,0,17,1,1
13522,13522,16353,New York,0,0,8,1,0
13523,13523,16354,Commodity Weather,0,0,17,1,1
13524,13524,16354,New York,0,0,8,1,0
13525,13525,16355,Commodity Weather,0,0,17,1,1
13526,13526,16355,New York,0,0,8,1,0
13527,13527,16356,Commodity Weather,0,0,17,1,1
13528,13528,16356,New York,0,0,8,1,0
13529,13529,16357,Commodity Weather,0,0,17,1,1
13530,13530,16357,New York,0,0,8,1,0
13531,13531,16358,Commodity Weather,0,0,17,1,1
13532,13532,16358,New York,0,0,8,1,0
13533,13533,16359,Commodity Weather,0,0,17,1,1
13534,13534,16359,New York,0,0,8,1,0
13535,13535,16360,Commodity Weather,0,0,17,1,1
13536,13536,16360,New York,0,0,8,1,0
13537,13537,16361,Commodity Weather,0,0,17,1,1
13538,13538,16361,New York,0,0,8,1,0
13539,13539,16362,Commodity Weather,0,0,17,1,1
13540,13540,16362,New York,0,0,8,1,0
13541,13541,16363,Commodity Weather,0,0,17,1,1
13542,13542,16363,New York,0,0,8,1,0
13543,13543,16364,Commodity Weather,0,0,17,1,1
13544,13544,16364,New York,0,0,8,1,0
13545,13545,16365,Commodity Weather,0,0,17,1,1
13546,13546,16365,New York,0,0,8,1,0
13547,13547,16366,Commodity Weather,0,0,17,1,1
13548,13548,16366,New York,0,0,8,1,0
13549,13549,16367,Commodity Weather,0,0,17,1,1
13550,13550,16367,New York,0,0,8,1,0
13551,13551,16368,Commodity Weather,0,0,17,1,1
13552,13552,16368,New York,0,0,8,1,0
13553,13553,16369,Commodity Weather,0,0,17,1,1
13554,13554,16369,New York,0,0,8,1,0
13555,13555,16409,"ProsYou",0,0,8,0,0
13556,13556,16409,Amancio Ortega,0,1,14,1,0
13557,13557,16410,"ProsYou",0,0,8,0,0
13558,13558,16410,Amancio Ortega,0,1,14,1,0
13559,13559,16411,"ProsYou",0,0,8,0,0
13560,13560,16411,Amancio Ortega,0,1,14,1,0
13561,13561,16412,"ProsYou",0,0,8,0,0
13562,13562,16412,Amancio Ortega,0,1,14,1,0
13563,13563,16413,"ProsYou",0,0,8,0,0
13564,13564,16413,Amancio Ortega,0,1,14,1,0
13565,13565,16414,"ProsYou",0,0,8,0,0
13566,13566,16414,Amancio Ortega,0,1,14,1,0
13567,13567,16415,"ProsYou",0,0,8,0,0
13568,13568,16415,Amancio Ortega,0,1,14,1,0
13569,13569,16416,"ProsYou",0,0,8,0,0
13570,13570,16416,Amancio Ortega,0,1,14,1,0
13571,13571,16417,"ProsYou",0,0,8,0,0
13572,13572,16417,Amancio Ortega,0,1,14,1,0
13573,13573,16418,"ProsYou",0,0,8,0,0
13574,13574,16418,Amancio Ortega,0,1,14,1,0
13575,13575,16419,"ProsYou",0,0,8,0,0
13576,13576,16419,Amancio Ortega,0,1,14,1,0
13577,13577,16420,"ProsYou",0,0,8,0,0
13578,13578,16420,Amancio Ortega,0,1,14,1,0
13579,13579,16421,"ProsYou",0,0,8,0,0
13580,13580,16421,Amancio Ortega,0,1,14,1,0
13581,13581,16422,"ProsYou",0,0,8,0,0
13582,13582,16422,Amancio Ortega,0,1,14,1,0
13583,13583,16423,"ProsYou",0,0,8,0,0
13584,13584,16423,Amancio Ortega,0,1,14,1,0
13585,13585,16424,"ProsYou",0,0,8,0,0
13586,13586,16424,Amancio Ortega,0,1,14,1,0
13587,13587,16425,"ProsYou",0,0,8,0,0
13588,13588,16425,Amancio Ortega,0,1,14,1,0
13589,13589,16426,"ProsYou",0,0,8,0,0
13590,13590,16426,Amancio Ortega,0,1,14,1,0
13591,13591,16427,"ProsYou",0,0,8,0,0
13592,13592,16427,Amancio Ortega,0,1,14,1,0
13593,13593,16428,"ProsYou",0,0,8,0,0
13594,13594,16428,Amancio Ortega,0,1,14,1,0
13595,13595,16429,"ProsYou",0,0,8,0,0
13596,13596,16429,Amancio Ortega,0,1,14,1,0
13597,13597,16467,Despite Ortega,0,1,14,1,1
13598,13598,16468,Despite Ortega,0,1,14,1,1
13599,13599,16469,Despite Ortega,0,1,14,1,1
13600,13600,16470,Despite Ortega,0,1,14,1,1
13601,13601,16471,Despite Ortega,0,1,14,1,1
13602,13602,16472,Despite Ortega,0,1,14,1,1
13603,13603,16473,Despite Ortega,0,1,14,1,1
13604,13604,16474,Despite Ortega,0,1,14,1,1
13605,13605,16475,Despite Ortega,0,1,14,1,1
13606,13606,16476,Despite Ortega,0,1,14,1,1
13607,13607,16486,But Ortega,0,1,10,1,1
13608,13608,16487,But Ortega,0,1,10,1,1
13609,13609,16488,But Ortega,0,1,10,1,1
13610,13610,16489,But Ortega,0,1,10,1,1
13611,13611,16490,But Ortega,0,1,10,1,1
13612,13612,16491,But Ortega,0,1,10,1,1
13613,13613,16492,But Ortega,0,1,10,1,1
13614,13614,16493,But Ortega,0,1,10,1,1
13615,13615,16494,But Ortega,0,1,10,1,1
13616,13616,16495,New Year,0,0,8,1,0
13617,13617,16496,New Year,0,0,8,1,0
13618,13618,16497,New Year,0,0,8,1,0
13619,13619,16498,New Year,0,0,8,1,0
13620,13620,16499,New Year,0,0,8,1,0
13621,13621,16500,New Year,0,0,8,1,0
13622,13622,16501,New Year,0,0,8,1,0
13623,13623,16502,New Year,0,0,8,1,0
13624,13624,16503,New Year,0,0,8,1,0
13625,13625,16504,New Year,0,0,8,1,0
13626,13626,16505,New Year,0,0,8,1,0
13627,13627,16506,New Year,0,0,8,1,0
13628,13628,16507,New Year,0,0,8,1,0
13629,13629,16558,Wall Street,0,0,11,1,0
13630,13630,16559,Wall Street,0,0,11,1,0
13631,13631,16560,Wall Street,0,0,11,1,0
13632,13632,16561,Wall Street,0,0,11,1,0
13633,13633,16562,Wall Street,0,0,11,1,0
13634,13634,16563,Wall Street,0,0,11,1,0
13635,13635,16564,Wall Street,0,0,11,1,0
13636,13636,16565,Wall Street,0,0,11,1,0
13637,13637,16566,Wall Street,0,0,11,1,0
13638,13638,16567,Wall Street,0,0,11,1,0
13639,13639,16568,Wall Street,0,0,11,1,0
13640,13640,16569,Wall Street,0,0,11,1,0
13641,13641,16570,Wall Street,0,0,11,1,0
13642,13642,16571,Wall Street,0,0,11,1,0
13643,13643,16572,Wall Street,0,0,11,1,0
13644,13644,16573,Wall Street,0,0,11,1,0
13645,13645,16574,Wall Street,0,0,11,1,0
13646,13646,16575,Wall Street,0,0,11,1,0
13647,13647,16576,Wall Street,0,0,11,1,0
13648,13648,16577,Wall Street,0,0,11,1,0
13649,13649,16578,Wall Street,0,0,11,1,0
13650,13650,16579,Wall Street,0,0,11,1,0
13651,13651,16656,Ronald Reagan,0,0,13,1,0
13652,13652,16657,Ronald Reagan,0,0,13,1,0
13653,13653,16658,Ronald Reagan,0,0,13,1,0
13654,13654,16659,Ronald Reagan,0,0,13,1,0
13655,13655,16660,Ronald Reagan,0,0,13,1,0
13656,13656,16661,Ronald Reagan,0,0,13,1,0
13657,13657,16662,Ronald Reagan,0,0,13,1,0
13658,13658,16663,Ronald Reagan,0,0,13,1,0
13659,13659,16664,Ronald Reagan,0,0,13,1,0
13660,13660,16665,Ronald Reagan,0,0,13,1,0
13661,13661,16666,Ronald Reagan,0,0,13,1,0
13662,13662,16667,Ronald Reagan,0,0,13,1,0
13663,13663,16668,Ronald Reagan,0,0,13,1,0
13664,13664,16669,Ronald Reagan,0,0,13,1,0
13665,13665,16670,Ronald Reagan,0,0,13,1,0
13666,13666,16671,Ronald Reagan,0,0,13,1,0
13667,13667,16672,Ronald Reagan,0,0,13,1,0
13668,13668,16673,Ronald Reagan,0,0,13,1,0
13669,13669,16674,Ronald Reagan,0,0,13,1,0
13670,13670,16675,Ronald Reagan,0,0,13,1,0
13671,13671,16676,Ronald Reagan,0,0,13,1,0
13672,13672,16677,George Bush,0,0,11,1,0
13673,13673,16678,George Bush,0,0,11,1,0
13674,13674,16679,George Bush,0,0,11,1,0
13675,13675,16680,George Bush,0,0,11,1,0
13676,13676,16681,George Bush,0,0,11,1,0
13677,13677,16682,George Bush,0,0,11,1,0
13678,13678,16683,George Bush,0,0,11,1,0
13679,13679,16684,George Bush,0,0,11,1,0
13680,13680,16685,George Bush,0,0,11,1,0
13681,13681,16686,Wall Street,0,0,11,1,0
13682,13682,16687,Wall Street,0,0,11,1,0
13683,13683,16688,Wall Street,0,0,11,1,0
13684,13684,16689,Wall Street,0,0,11,1,0
13685,13685,16690,Wall Street,0,0,11,1,0
13686,13686,16691,Wall Street,0,0,11,1,0
13687,13687,16692,Wall Street,0,0,11,1,0
13688,13688,16693,Wall Street,0,0,11,1,0
13689,13689,16694,Wall Street,0,0,11,1,0
13690,13690,16695,Wall Street,0,0,11,1,0
13691,13691,16696,Wall Street,0,0,11,1,0
13692,13692,16697,Wall Street,0,0,11,1,0
13693,13693,16698,Wall Street,0,0,11,1,0
13694,13694,16699,Wall Street,0,0,11,1,0
13695,13695,16700,Wall Street,0,0,11,1,0
13696,13696,16701,Wall Street,0,0,11,1,0
13697,13697,16702,Wall Street,0,0,11,1,0
13698,13698,16703,Wall Street,0,0,11,1,0
13699,13699,16704,Wall Street,0,0,11,1,0
13700,13700,16705,Wall Street,0,0,11,1,0
13701,13701,16706,Wall Street,0,0,11,1,0
13702,13702,16707,Wall Street,0,0,11,1,0
13703,13703,16745,Carlyle Group,0,0,13,1,0
13704,13704,16745,David Rubenstein,0,0,16,1,0
13705,13705,16746,Carlyle Group,0,0,13,1,0
13706,13706,16746,David Rubenstein,0,0,16,1,0
13707,13707,16747,Carlyle Group,0,0,13,1,0
13708,13708,16747,David Rubenstein,0,0,16,1,0
13709,13709,16748,Carlyle Group,0,0,13,1,0
13710,13710,16748,David Rubenstein,0,0,16,1,0
13711,13711,16749,Carlyle Group,0,0,13,1,0
13712,13712,16749,David Rubenstein,0,0,16,1,0
13713,13713,16750,Carlyle Group,0,0,13,1,0
13714,13714,16750,David Rubenstein,0,0,16,1,0
13715,13715,16751,Carlyle Group,0,0,13,1,0
13716,13716,16751,David Rubenstein,0,0,16,1,0
13717,13717,16752,Carlyle Group,0,0,13,1,0
13718,13718,16752,David Rubenstein,0,0,16,1,0
13719,13719,16753,Carlyle Group,0,0,13,1,0
13720,13720,16753,David Rubenstein,0,0,16,1,0
13721,13721,16754,Carlyle Group,0,0,13,1,0
